地区(大区),省/直辖市,城市/区县,产业分类,紧缺岗位名称,需求程度,学历要求,专业要求,薪资参考/政策补贴,缺口人数,文件年份
西南地区,贵州,贵州省,,挖机师傅,,本科以上,不限,二、岗位任职要求及薪资福利待遇1、男性，年龄40周岁以下，全职，服从公司安排；2、薪酬待遇：公司实行单休制，试用期3个月，试用期工资5000元/月，转正后工资6500-7500元左右，能适应加班,1,2021
西南地区,贵州,贵州省,,财务室工作人员,,本科以上,经济学类、会计学类、金融学类,五险一金；工会福利；法定节假日,1,2021
西南地区,贵州,贵州省,,办公室工作人员,,本科以上,法学类、汉语言文学类,五险一金；工会福利；法定节假日,1,2021
西南地区,贵州,贵州省,,会计,,本科以上,会计学,,1,2021
西南地区,贵州,贵州省,,会计核算岗,,本科以上,会计学，财务管理,五险一金，每年公司组织体检1次,1,2021
西南地区,贵州,贵州省,,矿权管理岗,,本科以上,地质，采矿，矿业工程相关,五险一金，公司每年组织体检1次,2,2021
西南地区,贵州,贵州省,,工程师,,本科以上,化学工程与工艺，油气储运，电气自动化，测控技术与仪表，安全工程,,不限,2021
西南地区,贵州,贵州省,,总账主管,,本科以上,会计学、财务管理等相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,信息技术部经理,,本科以上,计算机、软件工程或信息系统管理等相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,工艺研究员,,本科以上,中药学、制药工程相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,制剂研究员,,本科以上,药学、中药学、药物制剂相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,酒店大堂经理,,本科以上,酒店管理等相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,客房部主管,,本科以上,酒店管理等相关专业,五险一金、双休,1,2021
西南地区,贵州,贵州省,,总经理助理,,本科以上,法学,薪资面议福利待遇:购买五险、可提供住宿，食堂补贴、员工培训等,1,2021
西南地区,贵州,贵州省,,基地副总经理,,本科以上,化工、材料化学、精细化工等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁技术总监/副总监,,本科以上,化工、材料化学、精细化工等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁/磷酸铁锂研发高级工程师,,本科以上,化工、材料化学、精细化工等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁生产总监/副总监,,本科以上,化工、材料化学、精细化工等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁设备总监/副总监,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁锂生产总监/副总监,,本科以上,化工、材料化学、精细化工等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁锂设备总监/副总监,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁锂车间主任,,本科以上,环境工程、化工、精细化工、应用化学等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁锂生产主管,,本科以上,水处理、环境工程、化工、应用化学等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,4,2021
西南地区,贵州,贵州省,,磷酸铁锂设备工程师,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,4,2021
西南地区,贵州,贵州省,,磷酸铁锂质量检测部长/中级工程师,,本科以上,质量管理、化工、新能源等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,SQE中级工程师,,本科以上,质量管理、化工、新能源等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,体系中级工程师,,本科以上,质量管理、化工、新能源等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,扣电检测工程师,,本科以上,质量管理、化工、新能源等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,5,2021
西南地区,贵州,贵州省,,生产运营总监/副总监,,本科以上,生产计划管理、物料管理、仓库管理等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,成本部长/经理,,本科以上,财务、审计、税务等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,矿业中级/高级工程师,,本科以上,地质勘察、地质工程专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁设备-回转窑技术工艺方向,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁设备-板框压滤工程师,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁设备-微反应技术工艺方向,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,磷酸铁设备-膜洗涤技术工艺方向,,本科以上,机械、电气、过控等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,4,2021
西南地区,贵州,贵州省,,磷酸铁锂质量检测部长/中级,,本科以上,质量管理、化工、新能源等相关专业,五险一金、公司福利、节假日礼品、补贴、提供食宿等,1,2021
西南地区,贵州,贵州省,,设备员,,本科以上,设备、机械制造、机电,提供宿舍，餐补300元/月，缴纳五险一金，另有安全奖，夏季有高温补贴等,1,2021
西南地区,贵州,贵州省,,技术储备,,本科以上,机械类、电机类、自动化、控制类,入职安家费、缴纳五险二金、人才公寓、带薪休假、购房奖励基金、高低温补贴、租房补贴、职工食堂、工会福利,12,2021
西南地区,贵州,贵州省,,电气工程师,,本科以上,电气自动化,,1,2021
西南地区,贵州,贵州省,,化工储备干部 / 化工技术储备干部 / 化工类储备人才 / 储备干部（化工方向）,,本科以上,"化学工程与工艺,应用化学,材料化学,无机非金属材料工程等",,10,2021
西南地区,贵州,贵州省,,专职安全员,,本科以上,安全管理、法律、机电、采矿等,提供宿舍，餐补300元/月，缴纳五险一金，另有安全奖，夏季有高温补贴等,1,2021
西南地区,贵州,贵州省,,办公室文员,,本科以上,汉语言专业,,1,2021
西南地区,贵州,贵州省,,总工程师,,本科以上,硅酸盐工程,缴纳五险、提供住宿、食堂饭卡补贴、节假日福利、工龄补贴等,1,2021
西南地区,贵州,贵州省,,财务管理部-成本会计岗,,本科以上,会计学、财务管理等相关专业,缴纳四险二金、工会福利、就餐福利、带薪休假、体检,1,2021
西南地区,贵州,贵州省,,建设安环部-工程建设管理岗,,本科以上,工程类专业,缴纳四险二金、工会福利、就餐福利、带薪休假、体检,1,2021
西南地区,贵州,贵州省,,建设安环部-工程过程成本管理岗,,本科以上,工程造价、工程类专业,缴纳四险二金、工会福利、就餐福利、带薪休假、体检,1,2021
西南地区,贵州,贵州省,,投资融资部-股权管理岗,,本科以上,工商管理类相关专业,缴纳四险二金、工会福利、就餐福利、带薪休假、体检,1,2021
西南地区,贵州,贵州省,,工艺技术员,,本科以上,"化学工程与工艺,化工安全工程,能源化学工程等相关专业",（一）公平公正的岗位晋升与人才选拔机制，系统完备的人才培养、培训体系、公费在职学历提升等培养机制；（二）五险一金、工会福利、带薪年休假等多重福利保障；（三）优越的办公和生活区环境、员工食堂、员工宿舍等（四）提供多样化的职工文体活动。,15,2021
西南地区,贵州,贵州省,,设备技术员,,本科以上,机械工程;机械设计制造及其自动化;过程装备与控制工程等相关专业,（一）公平公正的岗位晋升与人才选拔机制，系统完备的人才培养、培训体系、公费在职学历提升等培养机制；（二）五险一金、工会福利、带薪年休假等多重福利保障；（三）优越的办公和生活区环境、员工食堂、员工宿舍等（四）提供多样化的职工文体活动。,15,2021
西南地区,贵州,贵州省,,电气技术员,,本科以上,"电气工程及其自动化,电气工程与智能控制,自动化等相关专业",（一）公平公正的岗位晋升与人才选拔机制，系统完备的人才培养、培训体系、公费在职学历提升等培养机制； （二）五险一金、工会福利、带薪年休假等多重福利保障； （三）优越的办公和生活区环境、员工食堂、员工宿舍等 （四）提供多样化的职工文体活动。,15,2021
西南地区,贵州,贵州省,,仪表技术员,,本科以上,"测控技术与仪器,自动化等相关专业",（一）公平公正的岗位晋升与人才选拔机制，系统完备的人才培养、培训体系、公费在职学历提升等培养机制；（二）五险一金、工会福利、带薪年休假等多重福利保障；（三）优越的办公和生活区环境、员工食堂、员工宿舍等（四）提供多样化的职工文体活动。,10,2021
西南地区,贵州,贵州省,,安全管理员,,本科以上,"化工安全工程,安全工程等相关专业",（一）公平公正的岗位晋升与人才选拔机制，系统完备的人才培养、培训体系、公费在职学历提升等培养机制；（二）五险一金、工会福利、带薪年休假等多重福利保障；（三）优越的办公和生活区环境、员工食堂、员工宿舍等（四）提供多样化的职工文体活动。,10,2021
西南地区,贵州,贵州省,,融资专员,,本科以上,"财务,会计,金融等相关专业",五险一金、周末双休、员工体检。,2,2021
西南地区,贵州,贵州省,,电气工程师,,本科以上,电气工程及其自动化、电气工程与智能控制等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,15,2021
西南地区,贵州,贵州省,,结构工程师,,本科以上,土木工程、建筑电气与智能化、工业与民用建筑等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,10,2021
西南地区,贵州,贵州省,,新能源/热动工程师,,本科以上,新能源科学与工程、风能、光伏、能源与动力等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,2,2021
西南地区,贵州,贵州省,,水文与水资源工程师,,本科以上,水文与水资源工程、水土保持等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,2,2021
西南地区,贵州,贵州省,,项目管理,,本科以上,工程管理等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,2,2021
西南地区,贵州,贵州省,,通信工程师,,本科以上,通信工程等相关专业,薪资、八险二金、多重补贴、人才绿卡、人才住房购买折扣、节假日福利,2,2021
西南地区,贵州,贵州省,,设计工程师,,本科以上,工科,,不限,2021
西南地区,贵州,贵州省,,调试工程师,,本科以上,工科,,不限,2021
西南地区,贵州,贵州省,,磷酸铁技术经理,,本科以上,化工;化学;材料等相关专业,薪酬面议，提供五险一金、人才公寓、员工食堂、餐补,1,2021
西南地区,贵州,贵州省,,磷酸铁品控经理,,本科以上,化学相关专业,薪酬面议，提供五险一金、人才公寓、员工食堂、餐补,1,2021
西南地区,贵州,贵州省,,精制员,,本科以上,药学、生物工程,五险一金、专业培训、定期体检、节日福利、年终奖金,3,2021
西南地区,贵州,贵州省,,无菌灌装员,,本科以上,药学、生物工程,五险一金、专业培训、定期体检、节日福利、年终奖金,1,2021
西南地区,贵州,贵州省,,验证技术员,,本科以上,药学及相关专业,五险一金、专业培训、定期体检、节日福利、年终奖金,2,2021
西南地区,贵州,贵州省,,质量运营技术员,,本科以上,药学及相关专业,五险一金、专业培训、定期体检、节日福利、年终奖金,1,2021
西南地区,贵州,贵州省,,信息与数字化工程师,,本科以上,计算机科学与技术类、管理科学与工程类、信息管理与信息系统类、电气工程类、网络空间安全类等可从事信息与数字化业务的相关专业,七险三金、各项津贴补贴、新员工宿舍、免费健身活动中心、定期体检、多渠道职业发展通道、多样化职业培训等。,5,2021
西南地区,贵州,贵州省,,能源电力设计工程师,,本科以上,土木工程类、水利水电工程类、电气工程类、能源动力类、新能源科学与工程类、土木水利类、环境工程类、流体机械及工程、暖通类、控制工程类、新能源与智能电网、农业水利工程等可从事能源电力业务的相关专业,七险三金、各项津贴补贴、新员工宿舍、免费健身活动中心、定期体检、多渠道职业发展通道、多样化职业培训等。,20,2021
西南地区,贵州,贵州省,,工程项目管理工程师,,本科以上,水利工程类、电气工程类、土木工程类、管理科学与工程类、安全工程类、建筑类、计算机类、工程技术管理类等可从事工程项目管理业务的相关专业,七险三金、各项津贴补贴、新员工宿舍、免费健身活动中心、定期体检、多渠道职业发展通道、多样化职业培训等,15,2021
西南地区,贵州,贵州省,,连锁餐饮运营经理,,本科以上,市场营销、营销管理学、酒店管理等相关专业,提供吃住，假期福利待遇等,1,2021
西南地区,贵州,贵州省,,餐饮加盟招商经理,,本科以上,市场营销、商务管理等相关专业,提供吃住，假期福利待遇等,1,2021
西南地区,贵州,贵州省,,会计员,,本科以上,会计学、金融学,五险两金，免费提供单身宿舍，法定节假日，节假日福利，定期职工体检，生日慰问,1,2021
西南地区,贵州,贵州省,,22710107701工作员,,本科以上,本科：森林工程，林学，林产化工；研究生：林业工程，森林工程，林学，林产化学加工工程,按政策执行,1,2021
西南地区,贵州,贵州省,,22710107801工作员,,本科以上,本科：植物保护，植物科学与技术，种子科学与工程，智慧农业，林学，园林，森林保护，经济林；研究生：林业工程（一级学科）,,1,2021
西南地区,贵州,贵州省,,工作员,,本科以上,化学类、应用化学、环境工程、环境科学、环境科学与工程、化学工程与工艺、生态学,,1,2021
西南地区,贵州,贵州省,,22701101801专业技术 人员,,本科以上,本科：野生动物与自然保护区管理，动物科学，动物医学；研究生：野生动植物保护与利用,,1,2021
西南地区,贵州,贵州省,,22701101802专业技术 人员,,本科以上,本科：林学；研究生：林学，森林保护学，森林经理学，水土保持与荒漠化防治，生物与医药,,1,2021
西南地区,贵州,贵州省,,工作员,,本科以上,本科：0705地理科学类、0706大气科学类、0710生物科学类、082202辐射防护与核安全、0825环境科学与工程类、0703化学类、0203金融学类、120203K会计学、120204财务管理研究生：0706大气科学、0713生态学、0830环境科学与工程、0857资源与环境、0703化学、1253会计,按政策执行,1,2021
西南地区,贵州,贵州省,,工作员,,本科以上,本科：0705地理科学类、0706大气科学类、0710生物科学类、082202辐射防护与核安全、0825环境科学与工程类、0703化学类研究生：0706大气科学、0713生态学、0830环境科学与工程、0857资源与环境、0703化学,按政策执行,1,2021
西南地区,贵州,贵州省,,印江自治县营林工作指导站,,本科以上,林学.野生动物与自然保护区管理.林业森林资源管理,,1,2021
西南地区,贵州,贵州省,,印江自治县峨岭关省级森林公园管理站,,本科以上,林学.野生动物与自然保护区管理.林业森林资源管理,,1,2021
西南地区,贵州,贵州省,,环境工程,,本科以上,环境工程,,4,2021
西南地区,贵州,贵州省,,给排水技术,,本科以上,给排水工程,,2,2021
西南地区,贵州,贵州省,,财务管理,,本科以上,财务管理,,2,2021
西南地区,贵州,贵州省,,智慧水务技术,,本科以上,应用数学、信息化,,2,2021
西南地区,贵州,贵州省,,法务专员,,本科以上,法学专业,,1,2021
西南地区,贵州,贵州省,,安全工程师,,本科以上,安全工程、机械、电气等相关专业,,3,2021
西南地区,贵州,贵州省,,林业工程师,,本科以上,林学专业,,6,2021
西南地区,贵州,贵州省,,造价工程师,,本科以上,林学专业,,2,2021
西南地区,贵州,贵州省,,产业开发工程师,,本科以上,工程管理专业,,8,2021
西南地区,贵州,贵州省,,副总经理,,本科以上,不限,,1,2021
西南地区,贵州,贵州省,,临床医师（急诊急救）,,本科以上,临床医学、 急诊医学,,1,2021
西南地区,贵州,贵州省,,临床医师（普外科）,,本科以上,临床医学,,1,2021
西南地区,贵州,贵州省,,超声医师,,本科以上,医学影像学、 临床医学,,2,2021
西南地区,贵州,贵州省,,放射医师,,本科以上,医学影像学、 临床医学,,1,2021
西南地区,贵州,贵州省,,临床医师（神经外科）,,本科以上,临床医学,,1,2021
西南地区,贵州,贵州省,,临床医师（心内科）,,本科以上,临床医学,,1,2021
西南地区,贵州,贵州省,,1169专业技术岗（副主任/主任医师）,,本科以上,医学相关专业（药学相关专业除外）,按政策执行,5,2021
西南地区,贵州,贵州省,,1170产科副主任医师,,本科以上,临床医学、妇产科学,按政策执行,2,2021
西南地区,贵州,贵州省,,1194肝胆外科医师,,本科以上,临床医学,按政策执行,1,2021
西南地区,贵州,贵州省,,1196新生儿科医师,,本科以上,临床医学、儿科学,按政策执行,1,2021
西南地区,贵州,贵州省,,1207疼痛科医师,,本科以上,临床医学、麻醉学,按政策执行,1,2021
西南地区,贵州,贵州省,,1216功能科学科骨干,,本科以上,影像医学与核医学,按政策执行,1,2021
西南地区,贵州,贵州省,,1217心内科副主任医师,,本科以上,内科学,,1,2021
西南地区,贵州,贵州省,,2720神经内科副主任医师,,本科以上,本科：临床医学专业研究生：内科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2721功能科副主任医师,,本科以上,本科：临床医学专业研究生：影像医学与核医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2722输血科副主任技师,,本科以上,本科：医学检验专业研究生：临床检验诊断学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2723产科副主任医师,,本科以上,本科：临床医学专业研究生：妇产科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2724普外科副主任医师,,本科以上,本科：临床医学专业研究生：外科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2725内科副主任医师,,本科以上,本科：中医学专业、中西医临床医学专业研究生：中西医结合临床专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2726外科副主任护师,,本科以上,护理学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2727口腔科副主任医师,,本科以上,本科：临床医学专业研究生：口腔临床医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2729放射科副主任医师,,本科以上,本科：临床医学专业、医学影像技术专业研究生：放射医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2730肾内科副主任医师,,本科以上,本科：临床医学专业研究生：内科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2731肛肠科副主任医师,,本科以上,本科：临床医学专业研究生：外科学专业、中医外科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2732超声副主任医师,,本科以上,医学影像技术专业、临床医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2733推拿科副主任医师,,本科以上,针灸推拿学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2734儿科医师,,本科以上,本科：临床医学专业研究生：儿科学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2735产科医师,,本科以上,临床医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,2812骨科医师,,本科以上,临床医学专业,按政策执行,1,2021
西南地区,贵州,贵州省,,质量部负责人,,本科以上,医学类,具体薪酬及福利待遇面议。,2,2021
西南地区,贵州,贵州省,,临床医师,,本科以上,临床医学,,1,2021
西南地区,贵州,贵州省,,脊柱外科、骨外科医生,,本科以上,本科：临床医学专业研究生：外科学专业,,2,2021
西南地区,贵州,贵州省,,急诊内科医生,,本科以上,本科：临床医学专业研究生：急诊医学专业,,1,2021
西南地区,贵州,贵州省,,医学影像学医生,,本科以上,本科：医学影像学专业研究生：影像医学与核医学专业,,1,2021
西南地区,贵州,贵州省,,医学技术医技,,本科以上,本科：医学影像学专业研究生：影像医学与核医学专业,,1,2021
西南地区,贵州,贵州省,,神经内科医生,,本科以上,本科：精神医学专业研究生：内科学专业,,1,2021
西南地区,贵州,贵州省,,妇产科医生,,本科以上,本科：临床医学专业研究生：妇产科学专业,,1,2021
西南地区,贵州,贵州省,,中西医结合内科医生,,本科以上,本科：中医学专业、中西医临床医学专业研究生：中医内科学专业、中西医结合（一级学科）,,1,2021
西南地区,贵州,贵州省,,皮肤科医生,,本科以上,本科：临床医学专业研究生：皮肤病与性病学专业,,1,2021
西南地区,贵州,贵州省,,内科医生,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,,1,2021
西南地区,贵州,贵州省,,感染科、精神科工作人员,,本科以上,研究生：内科学、外科学、精神病与精神卫生学        本科生：精神医学、临床医学、麻醉学,按政策执行,7,2021
西南地区,贵州,贵州省,,外科医生,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,,1,2021
西南地区,贵州,贵州省,,中医科医生,,本科以上,本科：中医学专业、针灸推拿学专业研究生：中医内科学专业、针灸推拿学专业,,1,2021
西南地区,贵州,贵州省,,临床医学工作,,本科以上,本科：临床医学专业研究生：精神病与精神卫生学专业,,1,2021
西南地区,贵州,贵州省,,医学影像学工作,,本科以上,本科：医学影像学专业研究生：影像医学与核医学专业,,1,2021
西南地区,贵州,贵州省,,呼吸内科,,本科以上,本科：临床医学专业；研究生：内科学专业。,,1,2021
西南地区,贵州,贵州省,,肿瘤科,,本科以上,本科：临床医学专业；研究生：肿瘤学专业。,,1,2021
西南地区,贵州,贵州省,,眼科,,本科以上,本科：临床医学专业；研究生：眼科学专业。,,1,2021
西南地区,贵州,贵州省,,肾内科工作,,本科以上,本科：临床医学专业、中医学专业、中西医临床医学专业；研究生：内科学专业、中医内科学专业、中西医结合临床专业。,,1,2021
西南地区,贵州,贵州省,,神经内科工作,,本科以上,本科：临床医学专业、中医学专业、中西医临床医学专业；研究生：神经病学专业、中医内科学专业、中西医结合临床专业。,,1,2021
西南地区,贵州,贵州省,,儿科工作,,本科以上,本科：临床医学专业、中医学专业、中西医临床医学专业；研究生：儿科学专业、中医儿科学专业。,,1,2021
西南地区,贵州,贵州省,,心血管内科工作,,本科以上,本科：临床医学专业、中医学专业、中西医临床医学专业；研究生：内科学专业、中医内科学专业、中西医结合临床专业。,,1,2021
西南地区,贵州,贵州省,,急诊科工作,,本科以上,本科：临床医学专业；研究生：急诊医学专业,,1,2021
西南地区,贵州,贵州省,,产科工作,,本科以上,本科：临床医学专业、中西医临床医学专业；研究生：妇产科学专业、中西医结合临床专业,,1,2021
西南地区,贵州,贵州省,,妇科工作,,本科以上,本科：临床医学专业、中西医临床医学专业；研究生：妇产科学专业、中西医结合临床专业,,1,2021
西南地区,贵州,贵州省,,口腔科、临床医疗科,,本科以上,本科：临床医学专业、口腔医学专业研究生：临床医学（一级学科）、口腔医学（一级学科）,,2,2021
西南地区,贵州,贵州省,,口腔科医生,,本科以上,本科：口腔医学专业研究生：口腔医学（一级学科）,,1,2021
西南地区,贵州,贵州省,,临床,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,,2,2021
西南地区,贵州,贵州省,,放射医师,,本科以上,临床医学（类）,,1,2021
西南地区,贵州,贵州省,,临床医学,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,,2,2021
西南地区,贵州,贵州省,,肝胆外科医师,,本科以上,临床医学（类）,,1,2021
西南地区,贵州,贵州省,,胃肠外科医师,,本科以上,临床医学（类）,,1,2021
西南地区,贵州,贵州省,,检验技师,,本科以上,医学检验技术,,1,2021
西南地区,贵州,贵州省,,麻醉医师,,本科以上,临床医学（类）,,1,2021
西南地区,贵州,贵州省,,从事临床诊疗工作,,本科以上,中西医临床医学,,1,2021
西南地区,贵州,贵州省,,影像科学科带头人,,本科以上,医学影像学、放射影像学,,1,2021
西南地区,贵州,贵州省,,从事口腔科疾病诊治等,,本科以上,本科：口腔医学   研究生：口腔医学类,,1,2021
西南地区,贵州,贵州省,,B超室医师,,本科以上,医学影像学、临床医学、超声医学,,1,2021
西南地区,贵州,贵州省,,从事产科工作,,本科以上,临床医学、妇产科学,,1,2021
西南地区,贵州,贵州省,,从事耳鼻喉科工作,,本科以上,临床医学、耳鼻咽喉科学,,1,2021
西南地区,贵州,贵州省,,工作员2,,本科以上,1002临床医学,,1,2021
西南地区,贵州,贵州省,,从事胸外科等相关工作,,本科以上,本科：临床医学 研究生：外科学,,1,2021
西南地区,贵州,贵州省,,工作员3,,本科以上,1002临床医学,,1,2021
西南地区,贵州,贵州省,,从事生殖医学科相关工作,,本科以上,本科：临床医学 研究生：妇产科学,,1,2021
西南地区,贵州,贵州省,,剑河县人民医院,,本科以上,临床医学类,按事业单位规定执行,1,2021
西南地区,贵州,贵州省,,工作员4,,本科以上,1002临床医学,,1,2021
西南地区,贵州,贵州省,,工作员5,,本科以上,1002临床医学,,1,2021
西南地区,贵州,贵州省,,剑河县妇幼保健院,,本科以上,临床医学类,按事业单位规定执行,1,2021
西南地区,贵州,贵州省,,临床医生03,,本科以上,本科：临床医学专业；     研究生：外科学专业,,1,2021
西南地区,贵州,贵州省,,镇远县人民医院,,本科以上,本科：医学影像学；研究生：影像医学与核医学；,,1,2021
西南地区,贵州,贵州省,,剑河县民族中医院,,本科以上,临床医学类、中医学、麻醉学、中西医临床医学,按事业单位规定执行,1,2021
西南地区,贵州,贵州省,,工作员6,,本科以上,1002临床医学,,1,2021
西南地区,贵州,贵州省,,镇远县人民医院,,本科以上,麻醉学,,1,2021
西南地区,贵州,贵州省,,从事医疗工作,,本科以上,本科：临床医学、儿科学 研究生：外科学、儿科学,,1,2021
西南地区,贵州,贵州省,,专业技术人员01,,本科以上,本科：口腔医学专业，研究生：口腔医学（一级学科）,,1,2021
西南地区,贵州,贵州省,,专业技术人员02,,本科以上,本科：临床医学专业，研究生：外科学专业,,1,2021
西南地区,贵州,贵州省,,专业技术人员03,,本科以上,本科：麻醉学专业，研究生：麻醉学专业,,1,2021
西南地区,贵州,贵州省,,临床医师(正式),,本科以上,本科：临床医学， 研究生：临床医学（一级学科）,,2,2021
西南地区,贵州,贵州省,,专业技术人员01,,本科以上,本科：临床医学专业，研究生：外科学专业,,1,2021
西南地区,贵州,贵州省,,从事临床外科工作,,本科以上,本科：临床医学； 研究生：外科学、眼科学、耳鼻咽喉科学、肿瘤学、麻醉学&quot;,,3,2021
西南地区,贵州,贵州省,,从事临床内科工作,,本科以上,本科：临床医学； 研究生：内科学、儿科学,,1,2021
西南地区,贵州,贵州省,,从事临床医疗工作,,本科以上,本科：临床医学； 研究生：外科学、内科学、儿科学、眼科学、耳鼻咽喉科学、肿瘤学、麻醉学,,1,2021
西南地区,贵州,贵州省,,从事中医临床工作,,本科以上,本科：中医学 ；研究生：中医诊断学、中医内科学、中医外科学、中医骨伤科学、中医妇科学、中医儿科学、中医五官科学、针灸推拿学,,1,2021
西南地区,贵州,贵州省,,耳鼻喉科医师,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,按政策执行,1,2021
西南地区,贵州,贵州省,,从事医学影像工作,,本科以上,本科：医学影像学  研究生：影像医学与核医学,,1,2021
西南地区,贵州,贵州省,,外科医师,,本科以上,本科：临床医学专业研究生：临床医学（一级学科）,按政策执行,1,2021
西南地区,贵州,贵州省,,从事临床诊疗工作,,本科以上,本科：临床医学； 研究生：儿科学,,1,2021
西南地区,贵州,贵州省,,从事口腔医疗相关工作,,本科以上,本科：口腔医学  研究生：口腔医学类,,1,2021
西南地区,贵州,贵州省,,听力技师,,本科以上,听力康复与言语语言康复,同工同酬，可享受科室各项绩效待遇以及“五险一金”等。,1,2021
西南地区,贵州,贵州省,,从事临床工作,,本科以上,临床医学类,,3,2021
西南地区,贵州,贵州省,,儿外科医生,,本科以上,本科：临床医学研究生：外科学,,1,2021
西南地区,贵州,贵州省,,儿科医生,,本科以上,本科：临床医学研究生：儿科学,,1,2021
西南地区,贵州,贵州省,,超声科副主任医师,,本科以上,本科：临床医学研究生：超声医学,,1,2021
西南地区,贵州,贵州省,,22701102101临床医生,,本科以上,本科：精神医学，临床医学；研究生：精神病与精神卫生学,,1,2021
西南地区,贵州,贵州省,,22704102901临床医师,,本科以上,研究生：临床医学；本科：临床医学,,1,2021
西南地区,贵州,贵州省,,22704102902临床医师,,本科以上,研究生：临床医学，肿瘤学，内科学，外科学，老年医学，全科医学；本科：临床医学，儿科学,,2,2021
西南地区,贵州,贵州省,,22704102903中医师,,本科以上,研究生：中医，中西医结合临床，针灸推拿学；本科：中医学，中西医临床医学，针灸推拿学,,3,2021
西南地区,贵州,贵州省,,22704103002临床医师,,本科以上,研究生：临床病理学，病理学与病理生理学；本科：临床医学,,1,2021
